-1.248966404000015018e+00,-4.067065225796849814e-01,-7.997719615888743760e+01,7.703962978035703202e+01,7.939013779975593366e+01,7.879532787798439131e+01,1.286480361501295420e+02,1.370156289634504674e+02,1.190352623456291496e+02,7.826209439924912203e+01,6.297623511224934134e+01,8.545947128598034226e+01
-2.249455459424608783e+00,-5.415241888858675079e-01,-1.074864346112330651e+02,9.795158492528045713e+01,1.018692631532789505e+02,9.423725147669890134e+01,1.610824221812577548e+02,1.741532144546178245e+02,1.638000425548613066e+02,1.310905746072505735e+02,1.123680324927362904e+02,1.263955507344908966e+02
-3.779170078852571724e+00,-6.169860184986339924e-01,-1.203604536779648839e+02,1.075048731580172330e+02,1.105787838884973553e+02,1.014687584960835949e+02,1.682678127702511688e+02,1.846370841270767471e+02,1.769385986516337823e+02,1.473313003817328593e+02,1.271353105961655103e+02,1.375859437315655498e+02
-5.203547320596631387e+00,-6.623030426786770120e-01,-1.318836289679775291e+02,1.218944084960168226e+02,1.212692817076550114e+02,1.180584888278866202e+02,1.702868592458636670e+02,1.786429802902634378e+02,1.623161413879372788e+02,1.309401448019762881e+02,1.184077560150749520e+02,1.390924818414452204e+02
-4.389802188413452377e+00,-6.029871175754919488e-01,-1.239577837797218649e+02,1.185451694224603898e+02,1.166161024443155583e+02,1.184823651565506708e+02,1.588001910867473896e+02,1.628741270347306909e+02,1.403060940174865152e+02,1.027304761658901526e+02,9.234103457016732364e+01,1.202419403531076370e+02
-1.323345247491283239e+00,-5.937784427815503419e-01,-1.161758114193106195e+02,1.218151613850967436e+02,1.200872578750286976e+02,1.239273238800621755e+02,1.655208350555656693e+02,1.626900004427167516e+02,1.295145761436202179e+02,8.259506404409100355e+01,7.742654232880352083e+01,1.183815216062131412e+02
1.610036642967084930e+00,-5.216821987855251308e-01,-1.126098176720975914e+02,1.230245085335667170e+02,1.222653602412504483e+02,1.239570064238961891e+02,1.765445974693922722e+02,1.637612966029516315e+02,1.266370397123989591e+02,8.318500742987713181e+01,8.553334349192188313e+01,1.327417182901696435e+02
1.573324179655978927e+00,-5.412686762421491382e-01,-1.207065580304939090e+02,1.286953629572452371e+02,1.286238241956133095e+02,1.291011014954747509e+02,1.798036488048238652e+02,1.522576149898979736e+02,1.223315974932985739e+02,1.043779432115919690e+02,1.200957787046550180e+02,1.613661624430063171e+02
-5.176154935161880744e-03,-5.615458349502990831e-01,-1.306443280398030993e+02,1.324545079709799040e+02,1.329086325303798048e+02,1.325397419329387674e+02,1.786631979709307529e+02,1.446018116441900645e+02,1.201650920211621525e+02,1.168680408006899683e+02,1.389107629778613386e+02,1.749491425172379309e+02
-7.991670031608119062e-01,-5.686058703327321329e-01,-1.315508031675781240e+02,1.316141135337049946e+02,1.316383528690379023e+02,1.317196668198472480e+02,1.721332576783511854e+02,1.444470927812234606e+02,1.183423631360261652e+02,1.070704719725860059e+02,1.238324421717845212e+02,1.604881352784714181e+02
-1.516071873536150472e+00,-6.027493696038181969e-01,-1.352981962188715386e+02,1.340211814883203942e+02,1.335562776209775677e+02,1.341172424122865152e+02,1.657066983490475423e+02,1.401311275496918825e+02,1.145626294206936535e+02,1.023902318824667361e+02,1.174201072258302077e+02,1.532852833151742402e+02
-9.131011422420995949e-01,-6.048114166387543733e-01,-1.367964836831067714e+02,1.362147680892206267e+02,1.360005351229663404e+02,1.363493726304646998e+02,1.568610748240325563e+02,1.101912255390642770e+02,9.639454635701143559e+01,1.229272504379155180e+02,1.572495359633495298e+02,1.827457075778970932e+02
-6.149969537054320590e-01,-6.178051673685799328e-01,-1.388713177581050218e+02,1.381673566838338729e+02,1.381119788978532767e+02,1.379157223287839429e+02,1.504261683186389291e+02,8.526050530911467717e+01,8.308248988254938183e+01,1.452679422757706220e+02,1.969597731865396213e+02,2.118459345041513302e+02
-8.730695708028490820e-02,-2.963531801476949612e-01,-8.504458649672692161e+01,8.504228796075820185e+01,8.533328034758639546e+01,8.481002430775664891e+01,9.696524607425926945e+01,5.041619744723304564e+01,5.232520135120973492e+01,1.015887539040628837e+02,1.392326963294662221e+02,1.456789075757908449e+02
2.841667538224645906e-01,-5.166222304625600614e-03,-2.850657538841100447e+01,2.915945159604970272e+01,2.936356642841780484e+01,2.949073448824782773e+01,3.402467430094321799e+01,1.400201794908167585e+01,1.545790780451612179e+01,3.704391207649906903e+01,5.338252156460865194e+01,5.540954221556285120e+01
5.106980848446447396e-01,1.727589514486559397e-01,1.106592265990590818e+01,-9.947611514084787387e+00,-9.885047189028227876e+00,-9.271421123383870366e+00,-1.159587045559458574e+01,-1.194964305969879703e+01,-1.143809954969150233e+01,-1.087761171049601927e+01,-1.047947067053547343e+01,-1.118773163969183315e+01
3.138698901122889406e-01,8.062989816219967576e-02,1.274432465408789383e+01,-1.231312825878313078e+01,-1.230370115733407665e+01,-1.205117987295473547e+01,-1.569885556865106224e+01,-1.446597487390306469e+01,-1.298183197909952469e+01,-1.223606563912578160e+01,-1.286529115545970647e+01,-1.500231304612277938e+01
2.489690486115362367e-01,5.650629974731369298e-02,1.390464019718135980e+01,-1.374018081202705233e+01,-1.372564734835010114e+01,-1.359459176822937287e+01,-1.811384048374205591e+01,-1.634843206084134692e+01,-1.441569320632114071e+01,-1.337064930232812543e+01,-1.427590169812046383e+01,-1.706634590371237437e+01
2.173215564918670184e-01,2.108307538184406305e-02,1.454172853863864745e+01,-1.456878272429218413e+01,-1.452749122683893113e+01,-1.442673812823204926e+01,-1.940112797029722103e+01,-1.734882577655993785e+01,-1.516958609545163661e+01,-1.395488288454166437e+01,-1.499961938729771305e+01,-1.814327209507515803e+01
1.962779592846293220e-01,-2.078788290002153705e-02,1.481556359212406093e+01,-1.490922714421044581e+01,-1.486806562543268129e+01,-1.476099163032948347e+01,-1.993738130253574070e+01,-1.776217850033496859e+01,-1.547219124022684156e+01,-1.416973959048520015e+01,-1.526697278272915170e+01,-1.856962502882772981e+01
1.901761164897801670e-01,-1.069087889738367103e-01,1.493882312003361257e+01,-1.508299264328958245e+01,-1.502508789519558796e+01,-1.489556463453481960e+01,-2.014785473769427782e+01,-1.789658348195156279e+01,-1.555884520478790733e+01,-1.423540923301818140e+01,-1.536795664212636048e+01,-1.874777946475834511e+01
1.874488529273815596e-01,-5.838081653459981091e-02,1.508343264865095001e+01,-1.522957006340464581e+01,-1.512638492041731020e+01,-1.498710959587259239e+01,-2.030408110504345132e+01,-1.801713534916842363e+01,-1.564788339615632395e+01,-1.427927345204845011e+01,-1.542565888215654901e+01,-1.886674452642014543e+01
1.817132401010221887e-01,1.931742466925012724e-02,1.522025712024211686e+01,-1.530788006833230952e+01,-1.521936812904852587e+01,-1.505188501387841526e+01,-2.036184421342915485e+01,-1.799236150783431043e+01,-1.560675095928785083e+01,-1.428262712771742393e+01,-1.548951464195437566e+01,-1.895838086170910586e+01
1.767792240012079352e-01,5.381835272636892320e-02,1.521925537914259863e+01,-1.525440081009146454e+01,-1.521314462005555868e+01,-1.502390759610697479e+01,-2.030887663602688775e+01,-1.792702530390808846e+01,-1.553603440795940571e+01,-1.422266589722792496e+01,-1.543379664381517458e+01,-1.889542481974259047e+01
1.773908672307081824e-01,-6.231105629711619631e-02,1.497632994091785541e+01,-1.501771779139353491e+01,-1.502483726028517452e+01,-1.483083172531053506e+01,-2.007887034934512727e+01,-1.776863479845189886e+01,-1.539677710318158432e+01,-1.405430642734279267e+01,-1.520886890432540817e+01,-1.862256804153839340e+01
1.737434452251890304e-01,-5.971795741616425790e-02,1.474966515900686304e+01,-1.479774524021745385e+01,-1.480477947380237147e+01,-1.464035187343502820e+01,-1.991512983332370723e+01,-1.772036298170203850e+01,-1.536089423266643195e+01,-1.390042615255966219e+01,-1.496470907570437170e+01,-1.835549321524200295e+01
